"URN","LA (code)","LA (name)","EstablishmentNumber","EstablishmentName","TypeOfEstablishment (name)","EstablishmentTypeGroup (name)","EstablishmentStatus (name)","ReasonEstablishmentOpened (name)","OpenDate","ReasonEstablishmentClosed (name)","CloseDate","PhaseOfEducation (name)","StatutoryLowAge","StatutoryHighAge","Boarders (name)","NurseryProvision (name)","OfficialSixthForm (name)","Gender (name)","ReligiousCharacter (name)","ReligiousEthos (name)","Diocese (name)","AdmissionsPolicy (name)","SchoolCapacity","SpecialClasses (name)","CensusDate","NumberOfPupils","NumberOfBoys","NumberOfGirls","PercentageFSM","TrustSchoolFlag (name)","Trusts (name)","SchoolSponsorFlag (name)","SchoolSponsors (name)","FederationFlag (name)","Federations (name)","UKPRN","FEHEIdentifier","FurtherEducationType (name)","OfstedLastInsp","Street","Locality","Address3","Town","County (name)","Postcode","SchoolWebsite","TelephoneNum","HeadTitle (name)","HeadFirstName","HeadLastName","HeadPreferredJobTitle","InspectorateName (name)","InspectorateReport","DateOfLastInspectionVisit","NextInspectionVisit","TeenMoth (name)","TeenMothPlaces","CCF (name)","SENPRU (name)","EBD (name)","PlacesPRU","FTProv (name)","EdByOther (name)","Section41Approved (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","SEN4 (name)","SEN5 (name)","SEN6 (name)","SEN7 (name)","SEN8 (name)","SEN9 (name)","SEN10 (name)","SEN11 (name)","SEN12 (name)","SEN13 (name)","TypeOfResourcedProvision (name)","ResourcedProvisionOnRoll","ResourcedProvisionCapacity","SenUnitOnRoll","SenUnitCapacity","GOR (name)","DistrictAdministrative (name)","AdministrativeWard (name)","ParliamentaryConstituency (name)","UrbanRural (name)","GSSLACode (name)","Easting","Northing","CensusAreaStatisticWard (name)","MSOA (name)","LSOA (name)","Inspectorate (name)","SENStat","SENNoStat","PropsName","OfstedRating (name)","RSCRegion (name)","Country (name)","UPRN","SiteName","MSOA (code)","LSOA (code)"
116021,"850","Hampshire","2291","Liss Infant School","Community school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","18-01-2018","169","86","83","5.9","Not applicable","","Not applicable","","Not under a federation","",10075361,"","Not applicable","07-03-2017","Hillbrow Road","","","Liss","Hampshire","GU33 7LQ","http://www.lissinfantschool.co.uk/","01730892666","Mrs","Jillian","Myers","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","East Hampshire","Liss","East Hampshire","Rural town and fringe","E10000014",477998,127213,"","East Hampshire 010","East Hampshire 010A","","","","","Requires improvement","South-East England and South London","","1710038169","","E02004706","E01022616"
116022,"850","Hampshire","2297","Purbrook Junior School","Community school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",384,"No Special Classes","18-01-2018","379","184","195","7.9","Not applicable","","Not applicable","","Not under a federation","",10079092,"","Not applicable","16-11-2016","Aldermoor Road East","Purbrook","","Waterlooville","Hampshire","PO7 5NQ","http://www.purbrook-jun.hants.sch.uk","02392254577","","Craig","Williams","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Havant","Stakes","Havant","Urban city and town","E10000014",467811,108124,"","Havant 005","Havant 005B","","","","","Good","South-East England and South London","","100062454532","","E02004766","E01022962"
116023,"850","Hampshire","2298","Marnel Community Infant School","Community school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",360,"No Special Classes","18-01-2018","359","188","171","16.2","Not applicable","","Not applicable","","Not under a federation","",10075360,"","Not applicable","04-02-2010","Shetland Road","Popley Way","","Basingstoke","Hampshire","RG24 9PT","www.marnel-inf.hants.sch.uk","01256329521","Miss","Susan","Cox","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Basingstoke and Deane","Popley East","Basingstoke","Urban city and town","E10000014",464407,154363,"","Basingstoke and Deane 007","Basingstoke and Deane 007J","","","","","Outstanding","South-East England and South London","","10002922308","","E02004681","E01032851"
116024,"850","Hampshire","2299","Foxhills Infant School","Community school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",240,"No Special Classes","18-01-2018","236","118","118","5.9","Not applicable","","Not applicable","","Not under a federation","",10075359,"","Not applicable","08-02-2018","Foxhills","Colbury","","Southampton","Hampshire","SO40 7ED","www.foxhills-inf.hants.sch.uk","02380292453","Mrs","Lucy","Howe","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","New Forest","Ashurst, Copythorne South and Netley Marsh","New Forest East","Urban city and town","E10000014",434392,111712,"","New Forest 006","New Forest 006D","","","","","Good","South-East England and South London","","100062528837","","E02004784","E01022980"
116025,"850","Hampshire","2300","The Butts Primary School","Community school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",238,"No Special Classes","18-01-2018","236","122","114","5.5","Not applicable","","Not applicable","","Not under a federation","",10076977,"","Not applicable","10-12-2015","Bolle Road","","","Alton","Hampshire","GU34 1PW","www.butts.hants.sch.uk","0142084102","Mrs","Philippa","Mitchell","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","East Hampshire","Alton Whitedown","East Hampshire","Urban city and town","E10000014",470998,138744,"","East Hampshire 003","East Hampshire 003E","","","","","Good","South-East England and South London","","1710017667","","E02004699","E01022578"
116026,"850","Hampshire","2301","Knights Enham Nursery and Infant School","Community school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",2,7,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",250,"No Special Classes","18-01-2018","237","115","122","23.2","Not applicable","","Not applicable","","Not under a federation","",10075358,"","Not applicable","06-03-2018","King Arthurs Way","","","Andover","Hampshire","SP10 4BS","www.knightsenham-inf.hants.sch.uk/","01264352151","Mrs","Claire","Beazley","Acting Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Test Valley","Alamein","North West Hampshire","Urban city and town","E10000014",436397,147379,"","Test Valley 002","Test Valley 002A","","","","","Good","South-East England and South London","","200000728936","","E02004815","E01023153"
116027,"850","Hampshire","2304","Bursledon Junior School(CA)","Community school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",360,"Has Special Classes","18-01-2018","260","130","130","12.3","Not applicable","","Not applicable","","Supported by a federation","Bursledon Federation of Schools",10079091,"","Not applicable","14-11-2017","Long Lane","Bursledon","","Southampton","Hampshire","SO31 8BZ","www.bursledonschools.co.uk/","02380402738","Mrs","Sian","Smith","Executive Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Eastleigh","Bursledon and Old Netley","Eastleigh","Urban city and town","E10000014",448306,109906,"","Eastleigh 013","Eastleigh 013E","","","","","Good","South-East England and South London","","10009591874","","E02004724","E01022658"
116028,"850","Hampshire","2306","Ranvilles Infant School","Community school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","18-01-2018","181","80","101","1.1","Not applicable","","Not applicable","","Not under a federation","",10075357,"","Not applicable","27-11-2009","Oldbury Way","","","Fareham","Hampshire","PO14 3BN","http://www.ranvilles-inf.hants.sch.uk/","01329841653","Mrs","Wendy","Collins","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Fareham","Fareham West","Fareham","Urban city and town","E10000014",455408,105752,"","Fareham 009","Fareham 009B","","","","","Outstanding","South-East England and South London","","100062643141","","E02004735","E01022741"
116030,"850","Hampshire","2309","Northern Infant School","Community school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","18-01-2018","164","91","73","6.1","Not applicable","","Not applicable","","Supported by a federation","The Federation of Northern Infant and Junior Schools",10075356,"","Not applicable","20-03-2018","Richmond Rise","Portchester","","Fareham","Hampshire","PO16 8DG","www.northern-inf.hants.sch.uk/","02392370693","Mr","John","Bailey","Executive Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Fareham","Portchester West","Fareham","Urban city and town","E10000014",461274,106168,"","Fareham 012","Fareham 012E","","","","","Good","South-East England and South London","","100062408490","","E02004738","E01022767"
116031,"850","Hampshire","2310","Poulner Infant School","Community school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",210,"No Special Classes","18-01-2018","200","106","94","6.1","Not applicable","","Not applicable","","Not under a federation","",10075355,"","Not applicable","06-03-2015","North Poulner Road","","","Ringwood","Hampshire","BH24 3LA","www.poulnerinfantschool.com/","01425472338","Mrs","J","Conner","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","New Forest","Ringwood North","New Forest West","Urban city and town","E10000014",416305,106513,"","New Forest 010","New Forest 010E","","","","","Good","South-East England and South London","","100062640460","","E02004788","E01023067"
116032,"850","Hampshire","2312","Halterworth Community Primary School","Community school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",409,"No Special Classes","18-01-2018","438","210","228","1.1","Not applicable","","Not applicable","","Supported by a federation","Federation of Wellow School and Awbridge Primary School",10076976,"","Not applicable","30-06-2010","Halterworth Lane","","","Romsey","Hampshire","SO51 9AD","www.halterworth.hants.sch.uk/","01794512028","Mrs","Joanne","Cottrell","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Test Valley","Tadburn","Romsey and Southampton North","Urban city and town","E10000014",437319,121115,"","Test Valley 010","Test Valley 010D","","","","","Outstanding","South-East England and South London","","100062648742","","E02004823","E01023207"
116033,"850","Hampshire","2313","Park Gate Primary School","Community school","LA maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",419,"No Special Classes","18-01-2018","414","210","204","6.3","Not applicable","","Not applicable","","Not under a federation","",10076975,"","Not applicable","04-10-2017","Northmore Road","Park Gate","","Southampton","Hampshire","SO31 6LX","www.parkgateprimary.co.uk","01489575444","Mrs","Lindsay","McCarthy","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Fareham","Locks Heath","Fareham","Urban city and town","E10000014",451689,108020,"","Fareham 002","Fareham 002B","","","","","Good","South-East England and South London","","100062524626","","E02004728","E01022753"
